,CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO
2224,Irecê,22.8,747.2,11.3,41.9,8,2011
2225,Irecê,25.8,747.2,11.3,41.9,2,2013
2226,Irecê,23.3,747.2,11.3,41.9,6,2012
2227,Irecê,23.0,747.2,11.3,41.9,12,2000
2228,Irecê,25.7,747.2,11.3,41.9,3,2016
2229,Irecê,25.6,747.2,11.3,41.9,11,2010
2230,Irecê,24.7,747.2,11.3,41.9,2,2014
2231,Irecê,23.3,747.2,11.3,41.9,9,2010
2232,Irecê,24.2,747.2,11.3,41.9,12,2008
2233,Irecê,24.7,747.2,11.3,41.9,9,2009
2234,Irecê,22.9,747.2,11.3,41.9,5,2015
2235,Irecê,22.4,747.2,11.3,41.9,9,2017
2236,Irecê,24.1,747.2,11.3,41.9,3,2006
2237,Irecê,24.9,747.2,11.3,41.9,4,2019
2238,Irecê,24.5,747.2,11.3,41.9,4,1999
2239,Irecê,23.8,747.2,11.3,41.9,9,2008
2240,Irecê,25.0,747.2,11.3,41.9,9,2018
2241,Irecê,23.8,747.2,11.3,41.9,3,2001
2242,Irecê,22.8,747.2,11.3,41.9,9,1999
2243,Irecê,21.6,747.2,11.3,41.9,6,2009
2244,Irecê,24.1,747.2,11.3,41.9,5,2012
2245,Irecê,24.1,747.2,11.3,41.9,11,2009
2246,Irecê,22.9,747.2,11.3,41.9,5,2007
2247,Irecê,21.4,747.2,11.3,41.9,6,2000
2248,Irecê,25.8,747.2,11.3,41.9,12,2016
2249,Irecê,23.7,747.2,11.3,41.9,1,2016
2250,Irecê,26.5,747.2,11.3,41.9,1,2017
2251,Irecê,21.7,747.2,11.3,41.9,8,2015
2252,Irecê,21.8,747.2,11.3,41.9,8,2014
2253,Irecê,26.0,747.2,11.3,41.9,4,2012
2254,Irecê,24.2,747.2,11.3,41.9,1,2014
2255,Irecê,25.6,747.2,11.3,41.9,2,2010
2256,Irecê,24.9,747.2,11.3,41.9,2,2011
2257,Irecê,24.1,747.2,11.3,41.9,4,2018
2258,Irecê,23.8,747.2,11.3,41.9,1,1999
2259,Irecê,22.5,747.2,11.3,41.9,6,1999
2260,Irecê,22.9,747.2,11.3,41.9,9,2004
2261,Irecê,21.4,747.2,11.3,41.9,7,2018
2262,Irecê,22.0,747.2,11.3,41.9,8,2017
2263,Irecê,23.0,747.2,11.3,41.9,5,2011
2264,Irecê,25.0,747.2,11.3,41.9,12,2004
2265,Irecê,21.6,747.2,11.3,41.9,8,2010
2266,Irecê,23.7,747.2,11.3,41.9,9,2001
2267,Irecê,20.9,747.2,11.3,41.9,8,2001
2268,Irecê,25.2,747.2,11.3,41.9,11,2004
2269,Irecê,23.1,747.2,11.3,41.9,5,1999
2270,Irecê,24.7,747.2,11.3,41.9,11,2001
2271,Irecê,22.6,747.2,11.3,41.9,9,2011
2272,Irecê,23.5,747.2,11.3,41.9,12,2014
2273,Irecê,23.7,747.2,11.3,41.9,2,2015
2274,Irecê,22.2,747.2,11.3,41.9,6,2018
2275,Irecê,25.2,747.2,11.3,41.9,10,2016
2276,Irecê,21.7,747.2,11.3,41.9,8,2002
2277,Irecê,25.8,747.2,11.3,41.9,11,2018
2278,Irecê,23.1,747.2,11.3,41.9,1,2002
2279,Irecê,23.0,747.2,11.3,41.9,8,2016
2280,Irecê,24.5,747.2,11.3,41.9,12,2018
2281,Irecê,21.0,747.2,11.3,41.9,7,2010
2282,Irecê,20.5,747.2,11.3,41.9,7,2004
2283,Irecê,21.7,747.2,11.3,41.9,8,2005
2284,Irecê,23.6,747.2,11.3,41.9,4,2000
2285,Irecê,24.5,747.2,11.3,41.9,2,2012
2286,Irecê,23.1,747.2,11.3,41.9,4,2010
2287,Irecê,24.3,747.2,11.3,41.9,3,2008
2288,Irecê,21.7,747.2,11.3,41.9,7,2009
2289,Irecê,25.8,747.2,11.3,41.9,10,2005
2290,Irecê,22.0,747.2,11.3,41.9,8,2003
2291,Irecê,22.1,747.2,11.3,41.9,8,2013
2292,Irecê,23.7,747.2,11.3,41.9,4,2008
2293,Irecê,24.6,747.2,11.3,41.9,11,2013
2294,Irecê,23.7,747.2,11.3,41.9,9,2006
2295,Irecê,26.5,747.2,11.3,41.9,10,2018
2296,Irecê,25.3,747.2,11.3,41.9,11,2007
2297,Irecê,24.6,747.2,11.3,41.9,2,2016
2298,Irecê,25.7,747.2,11.3,41.9,3,2019
2299,Irecê,23.9,747.2,11.3,41.9,4,2002
2300,Irecê,23.9,747.2,11.3,41.9,5,2017
2301,Itaberaba,25.7,250.1,12.5,40.3,12,2019
2302,Itaberaba,26.2,250.1,12.5,40.3,1,2008
2303,Itaberaba,27.0,250.1,12.5,40.3,4,2015
2304,Itaberaba,25.9,250.1,12.5,40.3,3,2014
2305,Itaberaba,26.7,250.1,12.5,40.3,11,2018
2306,Itaberaba,25.7,250.1,12.5,40.3,11,2007
2307,Itaberaba,27.2,250.1,12.5,40.3,2,2016
2308,Itaberaba,23.0,250.1,12.5,40.3,7,2016
2309,Itaberaba,25.6,250.1,12.5,40.3,11,2003
2310,Itaberaba,24.2,250.1,12.5,40.3,5,2008
2311,Itaberaba,27.2,250.1,12.5,40.3,2,2011
2312,Itaberaba,25.0,250.1,12.5,40.3,12,1999
2313,Itaberaba,24.8,250.1,12.5,40.3,11,2006
2314,Itaberaba,26.8,250.1,12.5,40.3,12,2002
2315,Itaberaba,27.6,250.1,12.5,40.3,1,2017
2316,Itaberaba,23.8,250.1,12.5,40.3,5,2007
2317,Itaberaba,26.7,250.1,12.5,40.3,2,2005
2318,Itaberaba,26.6,250.1,12.5,40.3,2,1999
2319,Itaberaba,24.0,250.1,12.5,40.3,10,1999
2320,Itaberaba,26.9,250.1,12.5,40.3,1,2013
2321,Itaberaba,22.3,250.1,12.5,40.3,7,2010
2322,Itaberaba,26.3,250.1,12.5,40.3,2,2012
2323,Itaberaba,22.3,250.1,12.5,40.3,7,2000
2324,Itaberaba,26.6,250.1,12.5,40.3,2,2015
2325,Itaberaba,22.9,250.1,12.5,40.3,8,2003
2326,Itaberaba,28.2,250.1,12.5,40.3,11,2015
2327,Itaberaba,24.4,250.1,12.5,40.3,5,2011
2328,Itaberaba,26.6,250.1,12.5,40.3,11,2010
2329,Itaberaba,23.1,250.1,12.5,40.3,6,2002
2330,Itaberaba,25.5,250.1,12.5,40.3,10,2001
2331,Itaberaba,25.6,250.1,12.5,40.3,1,2001
2332,Itaberaba,24.1,250.1,12.5,40.3,5,2004
2333,Itaberaba,21.9,250.1,12.5,40.3,7,2017
2334,Itaberaba,22.0,250.1,12.5,40.3,7,2003
2335,Itaberaba,22.3,250.1,12.5,40.3,8,2008
2336,Itaberaba,25.3,250.1,12.5,40.3,5,2016
2337,Itaberaba,23.7,250.1,12.5,40.3,5,2006
2338,Itaberaba,22.5,250.1,12.5,40.3,8,2014
2339,Itaberaba,23.1,250.1,12.5,40.3,8,2002
2340,Itaberaba,27.9,250.1,12.5,40.3,3,2011
2341,Itaberaba,23.7,250.1,12.5,40.3,8,2016
2342,Itaberaba,27.1,250.1,12.5,40.3,1,2018
2343,Itaberaba,26.2,250.1,12.5,40.3,4,2012
2344,Itaberaba,27.4,250.1,12.5,40.3,12,2016
2345,Itaberaba,23.3,250.1,12.5,40.3,8,2004
2346,Itaberaba,24.7,250.1,12.5,40.3,10,2006
2347,Itaberaba,21.7,250.1,12.5,40.3,6,2006
2348,Itaberaba,26.9,250.1,12.5,40.3,2,2013
2349,Itaberaba,22.7,250.1,12.5,40.3,6,2000
2350,Itaberaba,21.9,250.1,12.5,40.3,8,2010
2351,Itaberaba,24.8,250.1,12.5,40.3,5,2012
2352,Itaberaba,28.3,250.1,12.5,40.3,2,2006
2353,Itaberaba,27.5,250.1,12.5,40.3,1,2019
2354,Itaberaba,25.8,250.1,12.5,40.3,4,2008
2355,Itaberaba,22.5,250.1,12.5,40.3,6,2009
2356,Itaberaba,24.9,250.1,12.5,40.3,3,2007
2357,Itaberaba,21.5,250.1,12.5,40.3,8,2007
2358,Itaberaba,25.8,250.1,12.5,40.3,1,2009
2359,Itaberaba,25.4,250.1,12.5,40.3,10,2002
2360,Itaberaba,26.3,250.1,12.5,40.3,1,2012
2361,Itaberaba,22.6,250.1,12.5,40.3,7,2014
2362,Itaberaba,23.1,250.1,12.5,40.3,7,2018
2363,Itaberaba,25.6,250.1,12.5,40.3,10,2004
2364,Itaberaba,25.9,250.1,12.5,40.3,10,2016
2365,Itaberaba,26.9,250.1,12.5,40.3,3,2006
2366,Itaberaba,26.2,250.1,12.5,40.3,4,2014
2367,Itaberaba,25.1,250.1,12.5,40.3,9,2018
2368,Itaberaba,25.7,250.1,12.5,40.3,12,2000
2369,Itaberaba,27.2,250.1,12.5,40.3,12,2017
2370,Itaberaba,26.1,250.1,12.5,40.3,2,2009
2371,Itaberaba,24.2,250.1,12.5,40.3,5,2009
2372,Itaberaba,24.1,250.1,12.5,40.3,7,2019
2373,Itaberaba,22.1,250.1,12.5,40.3,7,2004
2374,Itaberaba,26.1,250.1,12.5,40.3,2,2000
2375,Itaberaba,27.7,250.1,12.5,40.3,2,2001
2376,Itaberaba,27.2,250.1,12.5,40.3,2,2003
2377,Itaberaba,26.7,250.1,12.5,40.3,3,1999
2378,Itaberaba,24.9,250.1,12.5,40.3,4,2007
2379,Itaberaba,23.5,250.1,12.5,40.3,9,2017
2380,Itaberaba,23.7,250.1,12.5,40.3,9,2013
2381,Itaberaba,25.8,250.1,12.5,40.3,4,2010
2382,Itaberaba,23.6,250.1,12.5,40.3,8,2000
2383,Itaberaba,23.6,250.1,12.5,40.3,9,2010
2384,Itaberaba,24.2,250.1,12.5,40.3,9,2012
2385,Itaberaba,25.7,250.1,12.5,40.3,4,2009
2386,Itaberaba,22.6,250.1,12.5,40.3,6,2003
2387,Itaberaba,27.4,250.1,12.5,40.3,3,2003
2388,Itaberaba,24.3,250.1,12.5,40.3,9,2002
2389,Itaberaba,25.3,250.1,12.5,40.3,4,2004
2390,Itaberaba,25.6,250.1,12.5,40.3,5,2010
2391,Itaberaba,23.8,250.1,12.5,40.3,9,2006
2392,Itaberaba,26.6,250.1,12.5,40.3,11,2002
2393,Itaberaba,23.7,250.1,12.5,40.3,9,2014
2394,Itaberaba,22.0,250.1,12.5,40.3,8,1999
2395,Itaberaba,25.2,250.1,12.5,40.3,10,2013
2396,Itaberaba,25.7,250.1,12.5,40.3,4,2018
2397,Itaberaba,24.1,250.1,12.5,40.3,10,2007
2398,Itaberaba,25.3,250.1,12.5,40.3,5,2013
2399,Itaberaba,23.8,250.1,12.5,40.3,6,2012
2400,Itaberaba,26.1,250.1,12.5,40.3,10,2009
2401,Itaberaba,25.8,250.1,12.5,40.3,10,2000
2402,Itaberaba,26.9,250.1,12.5,40.3,3,2010
2403,Itaberaba,22.3,250.1,12.5,40.3,7,2011
2404,Itaberaba,25.7,250.1,12.5,40.3,4,2002
2405,Itaberaba,26.1,250.1,12.5,40.3,12,2011
2406,Itaberaba,25.0,250.1,12.5,40.3,10,2012
2407,Itaberaba,26.1,250.1,12.5,40.3,11,2008
2408,Itaberaba,21.5,250.1,12.5,40.3,7,2005
2409,Itaberaba,25.6,250.1,12.5,40.3,5,2001
2410,Itaberaba,23.9,250.1,12.5,40.3,5,2000
2411,Itaberaba,22.1,250.1,12.5,40.3,6,2004
2412,Itaberaba,25.8,250.1,12.5,40.3,11,2000
2413,Itaberaba,25.3,250.1,12.5,40.3,4,2019
2414,Itaberaba,26.3,250.1,12.5,40.3,9,2019
2415,Itaberaba,26.0,250.1,12.5,40.3,1,2006
2416,Itaberaba,23.6,250.1,12.5,40.3,9,2008
2417,Itaberaba,26.2,250.1,12.5,40.3,10,2010
2418,Itaberaba,25.5,250.1,12.5,40.3,1,2000
2419,Itaberaba,26.6,250.1,12.5,40.3,12,2010
2420,Itaberaba,24.9,250.1,12.5,40.3,11,2011
2421,Itaberaba,25.6,250.1,12.5,40.3,3,2000
2422,Itaberaba,26.6,250.1,12.5,40.3,3,2001
2423,Itaberaba,27.0,250.1,12.5,40.3,3,2019
2424,Itaberaba,23.3,250.1,12.5,40.3,6,2019
2425,Itaberaba,27.3,250.1,12.5,40.3,2,2018
2426,Itaberaba,27.5,250.1,12.5,40.3,3,2013
2427,Itaberaba,26.0,250.1,12.5,40.3,12,2013
2428,Itaberaba,27.3,250.1,12.5,40.3,1,2005
2429,Itaberaba,25.6,250.1,12.5,40.3,9,2015
2430,Itaberaba,26.8,250.1,12.5,40.3,4,2003
2431,Itaberaba,26.0,250.1,12.5,40.3,1,2014
2432,Itaberaba,22.3,250.1,12.5,40.3,8,2001
2433,Itaberaba,22.6,250.1,12.5,40.3,7,2009
2434,Itaberaba,26.5,250.1,12.5,40.3,1,2016
2435,Itaberaba,24.0,250.1,12.5,40.3,6,2013
2436,Itaberaba,26.4,250.1,12.5,40.3,10,2015
2437,Itaberaba,26.4,250.1,12.5,40.3,11,2009
2438,Itaberaba,22.7,250.1,12.5,40.3,7,2012
2439,Itaberaba,26.7,250.1,12.5,40.3,10,2019
2440,Itaberaba,22.4,250.1,12.5,40.3,8,2006
2441,Itaberaba,23.3,250.1,12.5,40.3,8,2011
2442,Itaberaba,23.9,250.1,12.5,40.3,9,2000
2443,Itaberaba,25.8,250.1,12.5,40.3,10,2017
2444,Itaberaba,25.1,250.1,12.5,40.3,10,2008
2445,Itaberaba,26.9,250.1,12.5,40.3,11,2001
2446,Itaberaba,25.0,250.1,12.5,40.3,12,2008
2447,Itaberaba,21.0,250.1,12.5,40.3,7,2008
2448,Itaberaba,26.7,250.1,12.5,40.3,12,2009
2449,Itaberaba,24.0,250.1,12.5,40.3,8,2018
2450,Itaberaba,26.6,250.1,12.5,40.3,12,2006
2451,Itaberaba,25.3,250.1,12.5,40.3,11,2005
2452,Itaberaba,25.8,250.1,12.5,40.3,12,2005
2453,Itaberaba,27.3,250.1,12.5,40.3,1,2003
2454,Itaberaba,25.0,250.1,12.5,40.3,9,2009
2455,Itaberaba,27.0,250.1,12.5,40.3,12,2003
2456,Itaberaba,26.2,250.1,12.5,40.3,1,2010
2457,Itaberaba,26.1,250.1,12.5,40.3,3,2002
2458,Itaberaba,24.7,250.1,12.5,40.3,5,2018
2459,Itaberaba,23.8,250.1,12.5,40.3,9,2003
2460,Itaberaba,25.7,250.1,12.5,40.3,4,1999
2461,Itaberaba,21.9,250.1,12.5,40.3,7,2007
2462,Itaberaba,22.2,250.1,12.5,40.3,8,2012
2463,Itaberaba,23.0,250.1,12.5,40.3,9,1999
2464,Itaberaba,23.7,250.1,12.5,40.3,6,2010
2465,Itaberaba,23.1,250.1,12.5,40.3,9,2011
2466,Itaberaba,24.4,250.1,12.5,40.3,5,2002
2467,Itaberaba,23.2,250.1,12.5,40.3,6,2015
2468,Itaberaba,26.4,250.1,12.5,40.3,11,2017
2469,Itaberaba,22.8,250.1,12.5,40.3,7,2001
2470,Itaberaba,22.1,250.1,12.5,40.3,7,1999
2471,Itaberaba,23.1,250.1,12.5,40.3,6,2014
2472,Itaberaba,25.5,250.1,12.5,40.3,3,2004
2473,Itaberaba,22.2,250.1,12.5,40.3,9,2007
2474,Itaberaba,25.0,250.1,12.5,40.3,1,2002
2475,Itaberaba,26.1,250.1,12.5,40.3,4,2011
2476,Itaberaba,27.3,250.1,12.5,40.3,3,2018
2477,Itaberaba,23.3,250.1,12.5,40.3,6,1999
2478,Itiruçu,22.9,757.5,13.5,41.1,12,2019
2479,Itiruçu,21.3,757.5,13.5,41.1,11,2014
2480,Itiruçu,21.8,757.5,13.5,41.1,12,2011
2481,Itiruçu,22.3,757.5,13.5,41.1,11,2008
2482,Itiruçu,21.8,757.5,13.5,41.1,11,2004
2483,Itiruçu,19.2,757.5,13.5,41.1,9,2006
2484,Itiruçu,22.0,757.5,13.5,41.1,3,2004
2485,Itiruçu,18.5,757.5,13.5,41.1,8,2004
2486,Itiruçu,21.5,757.5,13.5,41.1,4,2011
2487,Itiruçu,23.0,757.5,13.5,41.1,2,2016
2488,Itiruçu,21.3,757.5,13.5,41.1,4,2005
2489,Itiruçu,20.5,757.5,13.5,41.1,5,2014
2490,Itiruçu,18.5,757.5,13.5,41.1,6,2000
2491,Itiruçu,19.6,757.5,13.5,41.1,9,2013
2492,Itiruçu,18.0,757.5,13.5,41.1,7,2004
2493,Itiruçu,22.0,757.5,13.5,41.1,2,2002
2494,Itiruçu,21.1,757.5,13.5,41.1,5,2016
2495,Itiruçu,18.2,757.5,13.5,41.1,8,2014
2496,Itiruçu,22.1,757.5,13.5,41.1,12,2001
2497,Itiruçu,21.0,757.5,13.5,41.1,5,2013
2498,Itiruçu,21.2,757.5,13.5,41.1,10,2015
2499,Itiruçu,21.8,757.5,13.5,41.1,1,2014
2500,Itiruçu,23.1,757.5,13.5,41.1,12,2012
2501,Itiruçu,19.0,757.5,13.5,41.1,6,2010
2502,Itiruçu,21.0,757.5,13.5,41.1,9,2009
2503,Itiruçu,19.3,757.5,13.5,41.1,8,2018
2504,Itiruçu,21.1,757.5,13.5,41.1,10,2005
2505,Itiruçu,22.8,757.5,13.5,41.1,12,2016
2506,Itiruçu,22.4,757.5,13.5,41.1,1,2018
2507,Itiruçu,21.9,757.5,13.5,41.1,11,2002
2508,Itiruçu,21.3,757.5,13.5,41.1,5,2010
2509,Itiruçu,19.0,757.5,13.5,41.1,6,2018
2510,Itiruçu,23.1,757.5,13.5,41.1,1,2007
2511,Itiruçu,20.3,757.5,13.5,41.1,5,2005
2512,Itiruçu,22.0,757.5,13.5,41.1,10,2009
2513,Itiruçu,21.3,757.5,13.5,41.1,12,1999
2514,Itiruçu,23.5,757.5,13.5,41.1,1,2003
2515,Itiruçu,18.9,757.5,13.5,41.1,9,2010
2516,Itiruçu,20.5,757.5,13.5,41.1,11,1999
2517,Itiruçu,23.0,757.5,13.5,41.1,1,2017
2518,Itiruçu,19.3,757.5,13.5,41.1,10,1999
2519,Itiruçu,21.1,757.5,13.5,41.1,4,2000
2520,Itiruçu,18.8,757.5,13.5,41.1,8,2003
2521,Itiruçu,20.2,757.5,13.5,41.1,5,2009
2522,Itiruçu,19.4,757.5,13.5,41.1,6,2017
2523,Itiruçu,22.4,757.5,13.5,41.1,3,2008
2524,Itiruçu,23.2,757.5,13.5,41.1,3,2003
2525,Itiruçu,19.7,757.5,13.5,41.1,5,2011
2526,Itiruçu,18.0,757.5,13.5,41.1,8,2019
2527,Itiruçu,19.3,757.5,13.5,41.1,9,2001
2528,Itiruçu,22.2,757.5,13.5,41.1,4,2003
2529,Itiruçu,21.5,757.5,13.5,41.1,12,2014
2530,Itiruçu,22.6,757.5,13.5,41.1,1,2004
2531,Itiruçu,18.0,757.5,13.5,41.1,7,2011
2532,Itiruçu,17.4,757.5,13.5,41.1,8,1999
2533,Itiruçu,19.0,757.5,13.5,41.1,8,2009
2534,Itiruçu,23.1,757.5,13.5,41.1,3,2006
2535,Itiruçu,22.0,757.5,13.5,41.1,12,2005
2536,Itiruçu,19.9,757.5,13.5,41.1,9,2016
2537,Itiruçu,21.9,757.5,13.5,41.1,12,2008
2538,Itiruçu,18.1,757.5,13.5,41.1,8,2015
2539,Itiruçu,20.7,757.5,13.5,41.1,10,2006
2540,Itiruçu,19.8,757.5,13.5,41.1,6,2012
2541,Itiruçu,17.8,757.5,13.5,41.1,8,2010
2542,Itiruçu,17.7,757.5,13.5,41.1,7,2005
2543,Itiruçu,22.2,757.5,13.5,41.1,1,2008
2544,Itiruçu,18.8,757.5,13.5,41.1,7,2013
2545,Itiruçu,21.6,757.5,13.5,41.1,12,2000
2546,Itiruçu,22.1,757.5,13.5,41.1,12,2018
2547,Itiruçu,22.1,757.5,13.5,41.1,11,2012
2548,Itiruçu,21.6,757.5,13.5,41.1,11,2007
2549,Itiruçu,18.4,757.5,13.5,41.1,7,2007
2550,Itiruçu,19.1,757.5,13.5,41.1,7,2009
2551,Itiruçu,20.6,757.5,13.5,41.1,5,2003
2552,Itiruçu,22.7,757.5,13.5,41.1,2,2003
2553,Itiruçu,18.5,757.5,13.5,41.1,9,2017
2554,Itiruçu,22.1,757.5,13.5,41.1,3,1999
2555,Itiruçu,21.6,757.5,13.5,41.1,5,2019
2556,Itiruçu,21.7,757.5,13.5,41.1,11,2017
2557,Itiruçu,18.3,757.5,13.5,41.1,9,1999
2558,Itiruçu,22.9,757.5,13.5,41.1,3,2017
2559,Itiruçu,18.8,757.5,13.5,41.1,8,2011
2560,Itiruçu,18.4,757.5,13.5,41.1,8,2017
2561,Itiruçu,19.1,757.5,13.5,41.1,6,2014
2562,Itiruçu,22.5,757.5,13.5,41.1,4,2015
2563,Itiruçu,21.9,757.5,13.5,41.1,4,2013
2564,Itiruçu,21.9,757.5,13.5,41.1,1,2015
2565,Itiruçu,18.0,757.5,13.5,41.1,8,2012
2566,Itiruçu,21.2,757.5,13.5,41.1,10,2019
2567,Itiruçu,23.3,757.5,13.5,41.1,12,2009
2568,Itiruçu,19.4,757.5,13.5,41.1,9,2003
2569,Itiruçu,22.8,757.5,13.5,41.1,12,2002
2570,Itiruçu,18.7,757.5,13.5,41.1,7,2002
2571,Itiruçu,18.8,757.5,13.5,41.1,7,2016
2572,Itiruçu,21.3,757.5,13.5,41.1,1,2001
2573,Itiruçu,20.1,757.5,13.5,41.1,9,2018
2574,Itiruçu,18.0,757.5,13.5,41.1,7,1999
2575,Itiruçu,20.3,757.5,13.5,41.1,5,2012
2576,Itiruçu,20.0,757.5,13.5,41.1,9,2019
2577,Itiruçu,19.3,757.5,13.5,41.1,6,2019
2578,Itiruçu,20.9,757.5,13.5,41.1,10,2004
2579,Itiruçu,18.4,757.5,13.5,41.1,9,2011
2580,Itiruçu,19.2,757.5,13.5,41.1,9,2004
2581,Itiruçu,19.9,757.5,13.5,41.1,5,1999
2582,Itiruçu,17.9,757.5,13.5,41.1,6,2006
2583,Itiruçu,21.0,757.5,13.5,41.1,10,2000
2584,Itiruçu,18.4,757.5,13.5,41.1,8,2000
2585,Itiruçu,20.6,757.5,13.5,41.1,10,2002
2586,Itiruçu,22.5,757.5,13.5,41.1,12,2006
2587,Itiruçu,23.9,757.5,13.5,41.1,2,2006
2588,Itiruçu,21.8,757.5,13.5,41.1,1,2006
2589,Itiruçu,23.1,757.5,13.5,41.1,3,2016
2590,Itiruçu,22.6,757.5,13.5,41.1,1,2019
2591,Itiruçu,22.7,757.5,13.5,41.1,12,2017
2592,Itiruçu,22.2,757.5,13.5,41.1,4,2008
2593,Itiruçu,23.1,757.5,13.5,41.1,1,2013
2594,Itiruçu,23.3,757.5,13.5,41.1,3,2010
2595,Itiruçu,23.7,757.5,13.5,41.1,3,2009
2596,Itiruçu,22.2,757.5,13.5,41.1,4,2017
2597,Itiruçu,23.2,757.5,13.5,41.1,1,2005
2598,Itiruçu,19.1,757.5,13.5,41.1,9,2000
2599,Itiruçu,22.2,757.5,13.5,41.1,4,2009
2600,Itiruçu,19.7,757.5,13.5,41.1,9,2005
2601,Itiruçu,21.1,757.5,13.5,41.1,10,2017
2602,Itiruçu,21.8,757.5,13.5,41.1,1,2002
2603,Itiruçu,22.7,757.5,13.5,41.1,2,2011
2604,Itiruçu,23.3,757.5,13.5,41.1,3,2013
2605,Itiruçu,22.6,757.5,13.5,41.1,2,2013
2606,Itiruçu,20.3,757.5,13.5,41.1,11,2011
2607,Itiruçu,17.9,757.5,13.5,41.1,7,2003
2608,Itiruçu,17.6,757.5,13.5,41.1,8,2001
2609,Itiruçu,22.6,757.5,13.5,41.1,3,2012
2610,Itiruçu,18.3,757.5,13.5,41.1,7,2019
2611,Itiruçu,21.5,757.5,13.5,41.1,4,2002
2612,Itiruçu,22.7,757.5,13.5,41.1,3,2015
2613,Itiruçu,22.8,757.5,13.5,41.1,12,2003
2614,Itiruçu,18.7,757.5,13.5,41.1,7,2012
2615,Itiruçu,22.3,757.5,13.5,41.1,1,1999
2616,Itiruçu,21.9,757.5,13.5,41.1,11,2003
2617,Itiruçu,18.8,757.5,13.5,41.1,6,2002
2618,Itiruçu,20.4,757.5,13.5,41.1,5,2004
2619,Itiruçu,22.4,757.5,13.5,41.1,2,2004
2620,Itiruçu,18.5,757.5,13.5,41.1,6,2008
2621,Itiruçu,21.8,757.5,13.5,41.1,10,2018
2622,Itiruçu,18.4,757.5,13.5,41.1,7,2017
2623,Itiruçu,20.0,757.5,13.5,41.1,5,2018
2624,Itiruçu,21.3,757.5,13.5,41.1,11,2005
2625,Itiruçu,21.7,757.5,13.5,41.1,4,2006
2626,Itiruçu,23.0,757.5,13.5,41.1,1,2016
2627,Itiruçu,21.8,757.5,13.5,41.1,11,2013
2628,Itiruçu,22.0,757.5,13.5,41.1,4,2014
2629,Itiruçu,18.0,757.5,13.5,41.1,7,2000
2630,Itiruçu,20.2,757.5,13.5,41.1,6,2016
2631,Itiruçu,22.9,757.5,13.5,41.1,2,2019
2632,Itiruçu,18.6,757.5,13.5,41.1,8,2008
2633,Itiruçu,19.8,757.5,13.5,41.1,9,2002
2634,Itiruçu,21.7,757.5,13.5,41.1,4,2010
2635,Itiruçu,22.2,757.5,13.5,41.1,12,2004
2636,Itiruçu,20.1,757.5,13.5,41.1,10,2007
2637,Itiruçu,22.6,757.5,13.5,41.1,2,2017
2638,Itiruçu,22.5,757.5,13.5,41.1,2,2009
2639,Itiruçu,19.3,757.5,13.5,41.1,6,2009
2640,Itiruçu,19.8,757.5,13.5,41.1,5,2000
2641,Itiruçu,22.1,757.5,13.5,41.1,1,2011
2642,Itiruçu,23.6,757.5,13.5,41.1,3,2019
2643,Itiruçu,18.9,757.5,13.5,41.1,6,2005
2644,Itiruçu,20.7,757.5,13.5,41.1,5,2017
2645,Itiruçu,21.2,757.5,13.5,41.1,4,2001
2646,Itiruçu,19.7,757.5,13.5,41.1,9,2012
2647,Itiruçu,18.7,757.5,13.5,41.1,7,2015
2648,Itiruçu,22.1,757.5,13.5,41.1,1,2012
2649,Itiruçu,18.1,757.5,13.5,41.1,7,2010
2650,Itiruçu,20.9,757.5,13.5,41.1,4,2018
2651,Itiruçu,23.2,757.5,13.5,41.1,3,2011
2652,Itiruçu,22.4,757.5,13.5,41.1,2,2008
2653,Itiruçu,21.9,757.5,13.5,41.1,1,2000
2654,Itiruçu,18.3,757.5,13.5,41.1,8,2005
2655,Jacobina,26.9,486.4,11.2,40.5,12,2019
2656,Jacobina,24.7,486.4,11.2,40.5,2,2017
2657,Jacobina,21.9,486.4,11.2,40.5,6,2003
2658,Jacobina,24.3,486.4,11.2,40.5,4,2011
2659,Jacobina,21.1,486.4,11.2,40.5,8,2001
2660,Jacobina,26.2,486.4,11.2,40.5,1,1999
2661,Jacobina,21.5,486.4,11.2,40.5,7,2011
2662,Jacobina,21.1,486.4,11.2,40.5,7,2015
2663,Jacobina,26.1,486.4,11.2,40.5,12,2016
2664,Jacobina,21.6,486.4,11.2,40.5,7,2018
2665,Jacobina,24.8,486.4,11.2,40.5,2,2016
2666,Jacobina,25.1,486.4,11.2,40.5,10,2015
2667,Jacobina,22.9,486.4,11.2,40.5,9,2010
2668,Jacobina,23.1,486.4,11.2,40.5,9,2006
2669,Jacobina,26.5,486.4,11.2,40.5,1,2012
2670,Jacobina,22.7,486.4,11.2,40.5,9,2011
2671,Jacobina,25.9,486.4,11.2,40.5,10,2018
2672,Jacobina,22.0,486.4,11.2,40.5,8,2013
2673,Jacobina,21.8,486.4,11.2,40.5,6,2001
2674,Jacobina,22.7,486.4,11.2,40.5,5,2007
2675,Jacobina,24.8,486.4,11.2,40.5,11,2000
2676,Jacobina,21.0,486.4,11.2,40.5,7,2010
2677,Jacobina,21.9,486.4,11.2,40.5,6,2015
2678,Jacobina,25.1,486.4,11.2,40.5,3,2002
