CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO,,,,,
IRECÊ,"20,9","747,2","11,3","41,9",8,2001,,,,,
IRECÊ,"23,7","747,2","11,3","41,9",9,2001,,,,,
IRECÊ,"25,0","747,2","11,3","41,9",10,2001,,,,,
IRECÊ,"24,7","747,2","11,3","41,9",11,2001,,,,,
IRECÊ,"25,1","747,2","11,3","41,9",12,2001,,,,,
IRECÊ,"23,1","747,2","11,3","41,9",1,2002,,,,,
IRECÊ,"23,2","747,2","11,3","41,9",2,2002,,,,,
IRECÊ,"24,2","747,2","11,3","41,9",3,2002,,,,,
IRECÊ,"23,9","747,2","11,3","41,9",4,2002,,,,,
IRECÊ,"23,2","747,2","11,3","41,9",5,2002,,,,,
IRECÊ,"21,5","747,2","11,3","41,9",6,2002,,,,,
IRECÊ,"21,9","747,2","11,3","41,9",7,2002,,,,,
IRECÊ,"21,7","747,2","11,3","41,9",8,2002,,,,,
IRECÊ,"23,6","747,2","11,3","41,9",9,2002,,,,,
IRECÊ,"25,4","747,2","11,3","41,9",10,2002,,,,,
IRECÊ,"25,4","747,2","11,3","41,9",11,2002,,,,,
IRECÊ,"25,2","747,2","11,3","41,9",12,2002,,,,,
IRECÊ,"23,3","747,2","11,3","41,9",1,2003,,,,,
IRECÊ,"24,8","747,2","11,3","41,9",2,2003,,,,,
IRECÊ,"25,0","747,2","11,3","41,9",3,2003,,,,,
IRECÊ,"24,4","747,2","11,3","41,9",4,2003,,,,,
IRECÊ,"23,0","747,2","11,3","41,9",5,2003,,,,,
IRECÊ,"21,1","747,2","11,3","41,9",6,2003,,,,,
IRECÊ,"20,5","747,2","11,3","41,9",7,2003,,,,,
IRECÊ,"22,0","747,2","11,3","41,9",8,2003,,,,,
IRECÊ,"23,0","747,2","11,3","41,9",9,2003,,,,,
IRECÊ,"25,0","747,2","11,3","41,9",10,2003,,,,,
IRECÊ,"24,9","747,2","11,3","41,9",11,2003,,,,,
IRECÊ,"26,3","747,2","11,3","41,9",12,2003,,,,,
IRECÊ,"23,5","747,2","11,3","41,9",1,2004,,,,,
IRECÊ,"23,6","747,2","11,3","41,9",2,2004,,,,,
IRECÊ,"23,3","747,2","11,3","41,9",3,2004,,,,,
IRECÊ,"23,3","747,2","11,3","41,9",4,2004,,,,,
IRECÊ,"22,5","747,2","11,3","41,9",5,2004,,,,,
IRECÊ,"21,1","747,2","11,3","41,9",6,2004,,,,,
IRECÊ,"20,5","747,2","11,3","41,9",7,2004,,,,,
IRECÊ,"21,8","747,2","11,3","41,9",8,2004,,,,,
IRECÊ,"22,9","747,2","11,3","41,9",9,2004,,,,,
IRECÊ,"24,8","747,2","11,3","41,9",10,2004,,,,,
IRECÊ,"25,2","747,2","11,3","41,9",11,2004,,,,,
IRECÊ,"25,0","747,2","11,3","41,9",12,2004,,,,,
IRECÊ,"24,9","747,2","11,3","41,9",1,2005,,,,,
IRECÊ,"23,9","747,2","11,3","41,9",2,2005,,,,,
IRECÊ,"23,7","747,2","11,3","41,9",3,2005,,,,,
IRECÊ,"23,3","747,2","11,3","41,9",4,2005,,,,,
IRECÊ,"22,0","747,2","11,3","41,9",5,2005,,,,,
IRECÊ,"21,1","747,2","11,3","41,9",6,2005,,,,,
IRECÊ,"20,8","747,2","11,3","41,9",7,2005,,,,,
IRECÊ,"21,7","747,2","11,3","41,9",8,2005,,,,,
IRECÊ,"23,9","747,2","11,3","41,9",9,2005,,,,,
IRECÊ,"25,8","747,2","11,3","41,9",10,2005,,,,,
IRECÊ,"25,1","747,2","11,3","41,9",11,2005,,,,,
IRECÊ,"24,0","747,2","11,3","41,9",12,2005,,,,,
IRECÊ,"25,3","747,2","11,3","41,9",1,2006,,,,,
IRECÊ,"25,1","747,2","11,3","41,9",2,2006,,,,,
IRECÊ,"24,1","747,2","11,3","41,9",3,2006,,,,,
IRECÊ,"23,1","747,2","11,3","41,9",4,2006,,,,,
IRECÊ,"22,0","747,2","11,3","41,9",5,2006,,,,,
IRECÊ,"20,3","747,2","11,3","41,9",6,2006,,,,,
IRECÊ,"20,4","747,2","11,3","41,9",7,2006,,,,,
IRECÊ,"21,6","747,2","11,3","41,9",8,2006,,,,,
IRECÊ,"23,7","747,2","11,3","41,9",9,2006,,,,,
IRECÊ,"24,7","747,2","11,3","41,9",10,2006,,,,,
IRECÊ,"24,1","747,2","11,3","41,9",11,2006,,,,,
IRECÊ,"24,7","747,2","11,3","41,9",12,2006,,,,,
IRECÊ,"25,5","747,2","11,3","41,9",1,2007,,,,,
IRECÊ,"23,5","747,2","11,3","41,9",2,2007,,,,,
IRECÊ,"23,2","747,2","11,3","41,9",3,2007,,,,,
IRECÊ,"23,8","747,2","11,3","41,9",4,2007,,,,,
IRECÊ,"22,9","747,2","11,3","41,9",5,2007,,,,,
IRECÊ,"21,3","747,2","11,3","41,9",6,2007,,,,,
IRECÊ,"21,1","747,2","11,3","41,9",7,2007,,,,,
IRECÊ,"20,9","747,2","11,3","41,9",8,2007,,,,,
IRECÊ,"22,1","747,2","11,3","41,9",9,2007,,,,,
IRECÊ,"24,3","747,2","11,3","41,9",10,2007,,,,,
IRECÊ,"25,3","747,2","11,3","41,9",11,2007,,,,,
IRECÊ,"24,2","747,2","11,3","41,9",12,2007,,,,,
IRECÊ,"25,3","747,2","11,3","41,9",1,2008,,,,,
IRECÊ,"25,1","747,2","11,3","41,9",2,2008,,,,,
IRECÊ,"24,3","747,2","11,3","41,9",3,2008,,,,,
IRECÊ,"23,7","747,2","11,3","41,9",4,2008,,,,,
IRECÊ,"22,4","747,2","11,3","41,9",5,2008,,,,,
IRECÊ,"20,9","747,2","11,3","41,9",6,2008,,,,,
IRECÊ,"20,3","747,2","11,3","41,9",7,2008,,,,,
IRECÊ,"21,8","747,2","11,3","41,9",8,2008,,,,,
IRECÊ,"23,8","747,2","11,3","41,9",9,2008,,,,,
IRECÊ,"25,0","747,2","11,3","41,9",10,2008,,,,,
IRECÊ,"26,2","747,2","11,3","41,9",11,2008,,,,,
IRECÊ,"24,2","747,2","11,3","41,9",12,2008,,,,,
IRECÊ,"24,2","747,2","11,3","41,9",1,2009,,,,,
IRECÊ,"24,6","747,2","11,3","41,9",2,2009,,,,,
IRECÊ,"25,9","747,2","11,3","41,9",3,2009,,,,,
IRECÊ,"23,7","747,2","11,3","41,9",4,2009,,,,,
IRECÊ,"22,5","747,2","11,3","41,9",5,2009,,,,,
IRECÊ,"21,6","747,2","11,3","41,9",6,2009,,,,,
IRECÊ,"21,7","747,2","11,3","41,9",7,2009,,,,,
IRECÊ,"22,3","747,2","11,3","41,9",8,2009,,,,,
IRECÊ,"24,7","747,2","11,3","41,9",9,2009,,,,,
IRECÊ,"24,2","747,2","11,3","41,9",10,2009,,,,,
IRECÊ,"24,1","747,2","11,3","41,9",11,2009,,,,,
IRECÊ,"24,5","747,2","11,3","41,9",12,2009,,,,,
IRECÊ,"24,5","747,2","11,3","41,9",1,2010,,,,,
IRECÊ,"25,6","747,2","11,3","41,9",2,2010,,,,,
IRECÊ,"24,2","747,2","11,3","41,9",3,2010,,,,,
IRECÊ,"23,1","747,2","11,3","41,9",4,2010,,,,,
IRECÊ,"23,5","747,2","11,3","41,9",5,2010,,,,,
IRECÊ,"21,9","747,2","11,3","41,9",6,2010,,,,,
IRECÊ,"21,0","747,2","11,3","41,9",7,2010,,,,,
IRECÊ,"21,6","747,2","11,3","41,9",8,2010,,,,,
IRECÊ,"23,3","747,2","11,3","41,9",9,2010,,,,,
IRECÊ,"26,2","747,2","11,3","41,9",10,2010,,,,,
IRECÊ,"25,6","747,2","11,3","41,9",11,2010,,,,,
IRECÊ,"24,5","747,2","11,3","41,9",12,2010,,,,,
IRECÊ,"24,3","747,2","11,3","41,9",1,2011,,,,,
IRECÊ,"24,9","747,2","11,3","41,9",2,2011,,,,,
IRECÊ,"24,6","747,2","11,3","41,9",3,2011,,,,,
IRECÊ,"24,2","747,2","11,3","41,9",4,2011,,,,,
IRECÊ,"23,0","747,2","11,3","41,9",5,2011,,,,,
IRECÊ,"22,5","747,2","11,3","41,9",6,2011,,,,,
IRECÊ,"21,2","747,2","11,3","41,9",7,2011,,,,,
IRECÊ,"22,8","747,2","11,3","41,9",8,2011,,,,,
IRECÊ,"22,6","747,2","11,3","41,9",9,2011,,,,,
IRECÊ,"24,8","747,2","11,3","41,9",10,2011,,,,,
IRECÊ,"24,1","747,2","11,3","41,9",11,2011,,,,,
IRECÊ,"25,1","747,2","11,3","41,9",12,2011,,,,,
IRECÊ,"24,7","747,2","11,3","41,9",1,2012,,,,,
IRECÊ,"24,5","747,2","11,3","41,9",2,2012,,,,,
IRECÊ,"26,4","747,2","11,3","41,9",3,2012,,,,,
IRECÊ,"26,0","747,2","11,3","41,9",4,2012,,,,,
IRECÊ,"24,1","747,2","11,3","41,9",5,2012,,,,,
IRECÊ,"23,3","747,2","11,3","41,9",6,2012,,,,,
IRECÊ,"21,7","747,2","11,3","41,9",7,2012,,,,,
IRECÊ,"21,3","747,2","11,3","41,9",8,2012,,,,,
IRECÊ,"23,8","747,2","11,3","41,9",9,2012,,,,,
IRECÊ,"25,3","747,2","11,3","41,9",10,2012,,,,,
IRECÊ,"24,4","747,2","11,3","41,9",11,2012,,,,,
IRECÊ,"25,9","747,2","11,3","41,9",12,2012,,,,,
IRECÊ,"24,6","747,2","11,3","41,9",1,2013,,,,,
IRECÊ,"25,8","747,2","11,3","41,9",2,2013,,,,,
IRECÊ,"26,7","747,2","11,3","41,9",3,2013,,,,,
IRECÊ,"25,3","747,2","11,3","41,9",4,2013,,,,,
IRECÊ,"24,3","747,2","11,3","41,9",5,2013,,,,,
IRECÊ,"23,0","747,2","11,3","41,9",6,2013,,,,,
IRECÊ,"22,1","747,2","11,3","41,9",7,2013,,,,,
IRECÊ,"22,1","747,2","11,3","41,9",8,2013,,,,,
IRECÊ,"24,0","747,2","11,3","41,9",9,2013,,,,,
IRECÊ,"25,1","747,2","11,3","41,9",10,2013,,,,,
IRECÊ,"24,6","747,2","11,3","41,9",11,2013,,,,,
IRECÊ,"23,5","747,2","11,3","41,9",12,2013,,,,,
IRECÊ,"24,2","747,2","11,3","41,9",1,2014,,,,,
IRECÊ,"24,7","747,2","11,3","41,9",2,2014,,,,,
IRECÊ,"24,8","747,2","11,3","41,9",3,2014,,,,,
IRECÊ,"24,3","747,2","11,3","41,9",4,2014,,,,,
IRECÊ,"22,8","747,2","11,3","41,9",5,2014,,,,,
IRECÊ,"22,0","747,2","11,3","41,9",6,2014,,,,,
IRECÊ,"21,4","747,2","11,3","41,9",7,2014,,,,,
IRECÊ,"21,8","747,2","11,3","41,9",8,2014,,,,,
IRECÊ,"23,7","747,2","11,3","41,9",9,2014,,,,,
IRECÊ,"24,4","747,2","11,3","41,9",10,2014,,,,,
IRECÊ,"23,9","747,2","11,3","41,9",11,2014,,,,,
IRECÊ,"23,5","747,2","11,3","41,9",12,2014,,,,,
IRECÊ,"24,8","747,2","11,3","41,9",1,2015,,,,,
IRECÊ,"23,7","747,2","11,3","41,9",2,2015,,,,,
IRECÊ,"25,1","747,2","11,3","41,9",3,2015,,,,,
IRECÊ,"24,9","747,2","11,3","41,9",4,2015,,,,,
IRECÊ,"22,9","747,2","11,3","41,9",5,2015,,,,,
IRECÊ,"21,7","747,2","11,3","41,9",6,2015,,,,,
IRECÊ,"21,3","747,2","11,3","41,9",7,2015,,,,,
IRECÊ,"21,7","747,2","11,3","41,9",8,2015,,,,,
IRECÊ,"24,6","747,2","11,3","41,9",9,2015,,,,,
IRECÊ,"25,7","747,2","11,3","41,9",10,2015,,,,,
IRECÊ,"27,3","747,2","11,3","41,9",11,2015,,,,,
IRECÊ,"27,1","747,2","11,3","41,9",12,2015,,,,,
IRECÊ,"23,7","747,2","11,3","41,9",1,2016,,,,,
IRECÊ,"24,6","747,2","11,3","41,9",2,2016,,,,,
IRECÊ,"25,7","747,2","11,3","41,9",3,2016,,,,,
IRECÊ,"25,1","747,2","11,3","41,9",4,2016,,,,,
IRECÊ,"24,0","747,2","11,3","41,9",5,2016,,,,,
IRECÊ,"23,2","747,2","11,3","41,9",6,2016,,,,,
IRECÊ,"21,7","747,2","11,3","41,9",7,2016,,,,,
IRECÊ,"23,0","747,2","11,3","41,9",8,2016,,,,,
IRECÊ,"23,6","747,2","11,3","41,9",9,2016,,,,,
IRECÊ,"25,2","747,2","11,3","41,9",10,2016,,,,,
IRECÊ,"25,0","747,2","11,3","41,9",11,2016,,,,,
IRECÊ,"25,8","747,2","11,3","41,9",12,2016,,,,,
IRECÊ,"26,5","747,2","11,3","41,9",1,2017,,,,,
IRECÊ,"25,5","747,2","11,3","41,9",2,2017,,,,,
IRECÊ,"26,2","747,2","11,3","41,9",3,2017,,,,,
IRECÊ,"24,6","747,2","11,3","41,9",4,2017,,,,,
IRECÊ,"23,9","747,2","11,3","41,9",5,2017,,,,,
IRECÊ,"22,8","747,2","11,3","41,9",6,2017,,,,,
IRECÊ,"20,3","747,2","11,3","41,9",7,2017,,,,,
IRECÊ,"22,0","747,2","11,3","41,9",8,2017,,,,,
IRECÊ,"22,4","747,2","11,3","41,9",9,2017,,,,,
IRECÊ,"25,5","747,2","11,3","41,9",10,2017,,,,,
IRECÊ,"25,1","747,2","11,3","41,9",11,2017,,,,,
IRECÊ,"25,7","747,2","11,3","41,9",12,2017,,,,,
IRECÊ,"26,0","747,2","11,3","41,9",1,2018,,,,,
IRECÊ,"24,9","747,2","11,3","41,9",2,2018,,,,,
IRECÊ,"24,8","747,2","11,3","41,9",3,2018,,,,,
IRECÊ,"24,1","747,2","11,3","41,9",4,2018,,,,,
IRECÊ,"23,5","747,2","11,3","41,9",5,2018,,,,,
IRECÊ,"22,2","747,2","11,3","41,9",6,2018,,,,,
IRECÊ,"21,4","747,2","11,3","41,9",7,2018,,,,,
IRECÊ,"23,3","747,2","11,3","41,9",8,2018,,,,,
IRECÊ,"25,0","747,2","11,3","41,9",9,2018,,,,,
IRECÊ,"26,5","747,2","11,3","41,9",10,2018,,,,,
IRECÊ,"25,8","747,2","11,3","41,9",11,2018,,,,,
IRECÊ,"24,5","747,2","11,3","41,9",12,2018,,,,,
IRECÊ,"25,6","747,2","11,3","41,9",1,2019,,,,,
IRECÊ,"26,0","747,2","11,3","41,9",2,2019,,,,,
IRECÊ,"25,7","747,2","11,3","41,9",3,2019,,,,,
IRECÊ,"24,9","747,2","11,3","41,9",4,2019,,,,,
IRECÊ,"24,8","747,2","11,3","41,9",5,2019,,,,,
IRECÊ,"22,9","747,2","11,3","41,9",6,2019,,,,,
IRECÊ,"21,5","747,2","11,3","41,9",7,2019,,,,,
IRECÊ,"22,2","747,2","11,3","41,9",8,2019,,,,,
IRECÊ,"24,2","747,2","11,3","41,9",9,2019,,,,,
IRECÊ,"25,4","747,2","11,3","41,9",10,2019,,,,,
IRECÊ,"26,6","747,2","11,3","41,9",11,2019,,,,,
IRECÊ,"26,9","747,2","11,3","41,9",12,2019,,,,,
ITABERABA,"26,8","250,1","12,5","40,3",1,1999,,,,,
ITABERABA,"26,6","250,1","12,5","40,3",2,1999,,,,,
ITABERABA,"26,7","250,1","12,5","40,3",3,1999,,,,,
ITABERABA,"25,7","250,1","12,5","40,3",4,1999,,,,,
ITABERABA,"24,4","250,1","12,5","40,3",5,1999,,,,,
ITABERABA,"23,3","250,1","12,5","40,3",6,1999,,,,,
ITABERABA,"22,1","250,1","12,5","40,3",7,1999,,,,,
ITABERABA,"22,0","250,1","12,5","40,3",8,1999,,,,,
ITABERABA,"23,0","250,1","12,5","40,3",9,1999,,,,,
ITABERABA,"24,0","250,1","12,5","40,3",10,1999,,,,,
ITABERABA,"24,5","250,1","12,5","40,3",11,1999,,,,,
ITABERABA,"25,0","250,1","12,5","40,3",12,1999,,,,,
ITABERABA,"25,5","250,1","12,5","40,3",1,2000,,,,,
ITABERABA,"26,1","250,1","12,5","40,3",2,2000,,,,,
ITABERABA,"25,6","250,1","12,5","40,3",3,2000,,,,,
ITABERABA,"25,1","250,1","12,5","40,3",4,2000,,,,,
ITABERABA,"23,9","250,1","12,5","40,3",5,2000,,,,,
ITABERABA,"22,7","250,1","12,5","40,3",6,2000,,,,,
ITABERABA,"22,3","250,1","12,5","40,3",7,2000,,,,,
ITABERABA,"23,6","250,1","12,5","40,3",8,2000,,,,,
ITABERABA,"23,9","250,1","12,5","40,3",9,2000,,,,,
ITABERABA,"25,8","250,1","12,5","40,3",10,2000,,,,,
ITABERABA,"25,8","250,1","12,5","40,3",11,2000,,,,,
ITABERABA,"25,7","250,1","12,5","40,3",12,2000,,,,,
ITABERABA,"25,6","250,1","12,5","40,3",1,2001,,,,,
ITABERABA,"27,7","250,1","12,5","40,3",2,2001,,,,,
ITABERABA,"26,6","250,1","12,5","40,3",3,2001,,,,,
ITABERABA,"25,5","250,1","12,5","40,3",4,2001,,,,,
ITABERABA,"25,6","250,1","12,5","40,3",5,2001,,,,,
ITABERABA,"22,8","250,1","12,5","40,3",6,2001,,,,,
ITABERABA,"22,8","250,1","12,5","40,3",7,2001,,,,,
ITABERABA,"22,3","250,1","12,5","40,3",8,2001,,,,,
ITABERABA,"23,9","250,1","12,5","40,3",9,2001,,,,,
ITABERABA,"25,5","250,1","12,5","40,3",10,2001,,,,,
ITABERABA,"26,9","250,1","12,5","40,3",11,2001,,,,,
ITABERABA,"26,3","250,1","12,5","40,3",12,2001,,,,,
ITABERABA,"25,0","250,1","12,5","40,3",1,2002,,,,,
ITABERABA,"25,5","250,1","12,5","40,3",2,2002,,,,,
ITABERABA,"26,1","250,1","12,5","40,3",3,2002,,,,,
ITABERABA,"25,7","250,1","12,5","40,3",4,2002,,,,,
ITABERABA,"24,4","250,1","12,5","40,3",5,2002,,,,,
ITABERABA,"23,1","250,1","12,5","40,3",6,2002,,,,,
ITABERABA,"22,9","250,1","12,5","40,3",7,2002,,,,,
ITABERABA,"23,1","250,1","12,5","40,3",8,2002,,,,,
ITABERABA,"24,3","250,1","12,5","40,3",9,2002,,,,,
ITABERABA,"25,4","250,1","12,5","40,3",10,2002,,,,,
ITABERABA,"26,6","250,1","12,5","40,3",11,2002,,,,,
ITABERABA,"26,8","250,1","12,5","40,3",12,2002,,,,,
ITABERABA,"27,3","250,1","12,5","40,3",1,2003,,,,,
ITABERABA,"27,2","250,1","12,5","40,3",2,2003,,,,,
ITABERABA,"27,4","250,1","12,5","40,3",3,2003,,,,,
ITABERABA,"26,8","250,1","12,5","40,3",4,2003,,,,,
ITABERABA,"24,9","250,1","12,5","40,3",5,2003,,,,,
ITABERABA,"22,6","250,1","12,5","40,3",6,2003,,,,,
ITABERABA,"22,0","250,1","12,5","40,3",7,2003,,,,,
ITABERABA,"22,9","250,1","12,5","40,3",8,2003,,,,,
ITABERABA,"23,8","250,1","12,5","40,3",9,2003,,,,,
ITABERABA,"25,3","250,1","12,5","40,3",10,2003,,,,,
ITABERABA,"25,6","250,1","12,5","40,3",11,2003,,,,,
ITABERABA,"27,0","250,1","12,5","40,3",12,2003,,,,,
ITABERABA,"25,8","250,1","12,5","40,3",1,2004,,,,,
ITABERABA,"25,9","250,1","12,5","40,3",2,2004,,,,,
ITABERABA,"25,5","250,1","12,5","40,3",3,2004,,,,,
ITABERABA,"25,3","250,1","12,5","40,3",4,2004,,,,,
ITABERABA,"24,1","250,1","12,5","40,3",5,2004,,,,,
ITABERABA,"22,1","250,1","12,5","40,3",6,2004,,,,,
ITABERABA,"22,1","250,1","12,5","40,3",7,2004,,,,,
ITABERABA,"23,3","250,1","12,5","40,3",8,2004,,,,,
ITABERABA,"23,9","250,1","12,5","40,3",9,2004,,,,,
ITABERABA,"25,6","250,1","12,5","40,3",10,2004,,,,,
ITABERABA,"26,4","250,1","12,5","40,3",11,2004,,,,,
ITABERABA,"26,8","250,1","12,5","40,3",12,2004,,,,,
ITABERABA,"27,3","250,1","12,5","40,3",1,2005,,,,,
ITABERABA,"26,7","250,1","12,5","40,3",2,2005,,,,,
ITABERABA,"26,8","250,1","12,5","40,3",3,2005,,,,,
ITABERABA,"25,1","250,1","12,5","40,3",4,2005,,,,,
ITABERABA,"24,2","250,1","12,5","40,3",5,2005,,,,,
ITABERABA,"22,7","250,1","12,5","40,3",6,2005,,,,,
ITABERABA,"21,5","250,1","12,5","40,3",7,2005,,,,,
ITABERABA,"22,3","250,1","12,5","40,3",8,2005,,,,,
ITABERABA,"24,1","250,1","12,5","40,3",9,2005,,,,,
ITABERABA,"25,6","250,1","12,5","40,3",10,2005,,,,,
ITABERABA,"25,3","250,1","12,5","40,3",11,2005,,,,,
ITABERABA,"25,8","250,1","12,5","40,3",12,2005,,,,,
ITABERABA,"26,0","250,1","12,5","40,3",1,2006,,,,,
ITABERABA,"28,3","250,1","12,5","40,3",2,2006,,,,,
ITABERABA,"26,9","250,1","12,5","40,3",3,2006,,,,,
ITABERABA,"25,1","250,1","12,5","40,3",4,2006,,,,,
ITABERABA,"23,7","250,1","12,5","40,3",5,2006,,,,,
ITABERABA,"21,7","250,1","12,5","40,3",6,2006,,,,,
ITABERABA,"21,6","250,1","12,5","40,3",7,2006,,,,,
ITABERABA,"22,4","250,1","12,5","40,3",8,2006,,,,,
ITABERABA,"23,8","250,1","12,5","40,3",9,2006,,,,,
ITABERABA,"24,7","250,1","12,5","40,3",10,2006,,,,,
ITABERABA,"24,8","250,1","12,5","40,3",11,2006,,,,,
ITABERABA,"26,6","250,1","12,5","40,3",12,2006,,,,,
ITABERABA,"27,4","250,1","12,5","40,3",1,2007,,,,,
ITABERABA,"25,5","250,1","12,5","40,3",2,2007,,,,,
ITABERABA,"24,9","250,1","12,5","40,3",3,2007,,,,,
ITABERABA,"24,9","250,1","12,5","40,3",4,2007,,,,,
ITABERABA,"23,8","250,1","12,5","40,3",5,2007,,,,,
ITABERABA,"22,0","250,1","12,5","40,3",6,2007,,,,,
ITABERABA,"21,9","250,1","12,5","40,3",7,2007,,,,,
ITABERABA,"21,5","250,1","12,5","40,3",8,2007,,,,,
ITABERABA,"22,2","250,1","12,5","40,3",9,2007,,,,,
ITABERABA,"24,1","250,1","12,5","40,3",10,2007,,,,,
ITABERABA,"25,7","250,1","12,5","40,3",11,2007,,,,,
ITABERABA,"25,4","250,1","12,5","40,3",12,2007,,,,,
ITABERABA,"26,2","250,1","12,5","40,3",1,2008,,,,,
ITABERABA,"26,2","250,1","12,5","40,3",2,2008,,,,,
ITABERABA,"25,4","250,1","12,5","40,3",3,2008,,,,,
ITABERABA,"25,8","250,1","12,5","40,3",4,2008,,,,,
ITABERABA,"24,2","250,1","12,5","40,3",5,2008,,,,,
ITABERABA,"22,1","250,1","12,5","40,3",6,2008,,,,,
ITABERABA,"21,0","250,1","12,5","40,3",7,2008,,,,,
ITABERABA,"22,3","250,1","12,5","40,3",8,2008,,,,,
ITABERABA,"23,6","250,1","12,5","40,3",9,2008,,,,,
ITABERABA,"25,1","250,1","12,5","40,3",10,2008,,,,,
ITABERABA,"26,1","250,1","12,5","40,3",11,2008,,,,,
ITABERABA,"25,0","250,1","12,5","40,3",12,2008,,,,,
ITABERABA,"25,8","250,1","12,5","40,3",1,2009,,,,,
ITABERABA,"26,1","250,1","12,5","40,3",2,2009,,,,,
ITABERABA,"27,6","250,1","12,5","40,3",3,2009,,,,,
ITABERABA,"25,7","250,1","12,5","40,3",4,2009,,,,,
ITABERABA,"24,2","250,1","12,5","40,3",5,2009,,,,,
ITABERABA,"22,5","250,1","12,5","40,3",6,2009,,,,,
ITABERABA,"22,6","250,1","12,5","40,3",7,2009,,,,,
ITABERABA,"22,7","250,1","12,5","40,3",8,2009,,,,,
ITABERABA,"25,0","250,1","12,5","40,3",9,2009,,,,,
ITABERABA,"26,1","250,1","12,5","40,3",10,2009,,,,,
ITABERABA,"26,4","250,1","12,5","40,3",11,2009,,,,,
ITABERABA,"26,7","250,1","12,5","40,3",12,2009,,,,,
ITABERABA,"26,2","250,1","12,5","40,3",1,2010,,,,,
ITABERABA,"27,7","250,1","12,5","40,3",2,2010,,,,,
ITABERABA,"26,9","250,1","12,5","40,3",3,2010,,,,,
ITABERABA,"25,8","250,1","12,5","40,3",4,2010,,,,,
ITABERABA,"25,6","250,1","12,5","40,3",5,2010,,,,,
ITABERABA,"23,7","250,1","12,5","40,3",6,2010,,,,,
ITABERABA,"22,3","250,1","12,5","40,3",7,2010,,,,,
ITABERABA,"21,9","250,1","12,5","40,3",8,2010,,,,,
ITABERABA,"23,6","250,1","12,5","40,3",9,2010,,,,,
ITABERABA,"26,2","250,1","12,5","40,3",10,2010,,,,,
ITABERABA,"26,6","250,1","12,5","40,3",11,2010,,,,,
ITABERABA,"26,6","250,1","12,5","40,3",12,2010,,,,,
ITABERABA,"26,1","250,1","12,5","40,3",1,2011,,,,,
ITABERABA,"27,2","250,1","12,5","40,3",2,2011,,,,,
ITABERABA,"27,9","250,1","12,5","40,3",3,2011,,,,,
ITABERABA,"26,1","250,1","12,5","40,3",4,2011,,,,,
ITABERABA,"24,4","250,1","12,5","40,3",5,2011,,,,,
ITABERABA,"23,6","250,1","12,5","40,3",6,2011,,,,,
ITABERABA,"22,3","250,1","12,5","40,3",7,2011,,,,,
ITABERABA,"23,3","250,1","12,5","40,3",8,2011,,,,,
ITABERABA,"23,1","250,1","12,5","40,3",9,2011,,,,,
ITABERABA,"25,2","250,1","12,5","40,3",10,2011,,,,,
ITABERABA,"24,9","250,1","12,5","40,3",11,2011,,,,,
ITABERABA,"26,1","250,1","12,5","40,3",12,2011,,,,,
ITABERABA,"26,3","250,1","12,5","40,3",1,2012,,,,,
ITABERABA,"26,3","250,1","12,5","40,3",2,2012,,,,,
ITABERABA,"26,8","250,1","12,5","40,3",3,2012,,,,,
ITABERABA,"26,2","250,1","12,5","40,3",4,2012,,,,,
ITABERABA,"24,8","250,1","12,5","40,3",5,2012,,,,,
ITABERABA,"23,8","250,1","12,5","40,3",6,2012,,,,,
ITABERABA,"22,7","250,1","12,5","40,3",7,2012,,,,,
ITABERABA,"22,2","250,1","12,5","40,3",8,2012,,,,,
ITABERABA,"24,2","250,1","12,5","40,3",9,2012,,,,,
ITABERABA,"25,0","250,1","12,5","40,3",10,2012,,,,,
ITABERABA,"25,9","250,1","12,5","40,3",11,2012,,,,,
ITABERABA,"27,2","250,1","12,5","40,3",12,2012,,,,,
ITABERABA,"26,9","250,1","12,5","40,3",1,2013,,,,,
ITABERABA,"26,9","250,1","12,5","40,3",2,2013,,,,,
ITABERABA,"27,5","250,1","12,5","40,3",3,2013,,,,,
ITABERABA,"26,5","250,1","12,5","40,3",4,2013,,,,,
ITABERABA,"25,3","250,1","12,5","40,3",5,2013,,,,,
ITABERABA,"24,0","250,1","12,5","40,3",6,2013,,,,,
ITABERABA,"23,0","250,1","12,5","40,3",7,2013,,,,,
ITABERABA,"22,9","250,1","12,5","40,3",8,2013,,,,,
ITABERABA,"23,7","250,1","12,5","40,3",9,2013,,,,,
ITABERABA,"25,2","250,1","12,5","40,3",10,2013,,,,,
ITABERABA,"25,6","250,1","12,5","40,3",11,2013,,,,,
ITABERABA,"26,0","250,1","12,5","40,3",12,2013,,,,,
ITABERABA,"26,0","250,1","12,5","40,3",1,2014,,,,,
ITABERABA,"25,4","250,1","12,5","40,3",2,2014,,,,,
ITABERABA,"25,9","250,1","12,5","40,3",3,2014,,,,,
ITABERABA,"26,2","250,1","12,5","40,3",4,2014,,,,,
ITABERABA,"24,6","250,1","12,5","40,3",5,2014,,,,,
ITABERABA,"23,1","250,1","12,5","40,3",6,2014,,,,,
ITABERABA,"22,6","250,1","12,5","40,3",7,2014,,,,,
ITABERABA,"22,5","250,1","12,5","40,3",8,2014,,,,,
ITABERABA,"23,7","250,1","12,5","40,3",9,2014,,,,,
